GeoName,Education,Sex,Industry,Median Income
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Science and science technology,125824
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Engineering and engineering technology,129152
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Mathematics and computer and information science,114688
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Business and administration,129280
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Arts and humanities,110336
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Social and behavioural sciences,127744
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Legal professions and studies,130816
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Health care,120576
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,Education and teaching,124928
Nunavut,"University certificate, diploma or degree at bachelor level or above",Male,"Trades, services, natural resources and conservation",129536
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Science and science technology,117675
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Engineering and engineering technology,124416
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Mathematics and computer and information science,112896
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Business and administration,125056
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Arts and humanities,110080
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Social and behavioural sciences,110336
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Legal professions and studies,154624
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Health care,133291
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,Education and teaching,121259
Nunavut,"University certificate, diploma or degree at bachelor level or above",Female,"Trades, services, natural resources and conservation",122624
Nunavut,Bachelor's degree,Both sexes,Science and science technology,117504
Nunavut,Bachelor's degree,Both sexes,Engineering and engineering technology,124032
Nunavut,Bachelor's degree,Both sexes,Mathematics and computer and information science,109312
Nunavut,Bachelor's degree,Both sexes,Business and administration,126379
Nunavut,Bachelor's degree,Both sexes,Arts and humanities,109312
Nunavut,Bachelor's degree,Both sexes,Social and behavioural sciences,116864
Nunavut,Bachelor's degree,Both sexes,Legal professions and studies,145408
Nunavut,Bachelor's degree,Both sexes,Health care,135339
Nunavut,Bachelor's degree,Both sexes,Education and teaching,117504
Nunavut,Bachelor's degree,Both sexes,"Trades, services, natural resources and conservation",130304
Nunavut,Bachelor's degree,Male,Science and science technology,116992
Nunavut,Bachelor's degree,Male,Engineering and engineering technology,124160
Nunavut,Bachelor's degree,Male,Mathematics and computer and information science,120064
Nunavut,Bachelor's degree,Male,Business and administration,129280
Nunavut,Bachelor's degree,Male,Arts and humanities,106752
Nunavut,Bachelor's degree,Male,Social and behavioural sciences,129280
Nunavut,Bachelor's degree,Male,Legal professions and studies,125696
Nunavut,Bachelor's degree,Male,Health care,110080
Nunavut,Bachelor's degree,Male,Education and teaching,121088
Nunavut,Bachelor's degree,Male,"Trades, services, natural resources and conservation",130816
Nunavut,Bachelor's degree,Female,Science and science technology,117675
Nunavut,Bachelor's degree,Female,Engineering and engineering technology,0
Nunavut,Bachelor's degree,Female,Mathematics and computer and information science,0
Nunavut,Bachelor's degree,Female,Business and administration,121216
Nunavut,Bachelor's degree,Female,Arts and humanities,109824
Nunavut,Bachelor's degree,Female,Social and behavioural sciences,107264
Nunavut,Bachelor's degree,Female,Legal professions and studies,157696
Nunavut,Bachelor's degree,Female,Health care,137728
Nunavut,Bachelor's degree,Female,Education and teaching,116480
Nunavut,Bachelor's degree,Female,"Trades, services, natural resources and conservation",125440
Nunavut,Master's degree,Both sexes,Science and science technology,126208
Nunavut,Master's degree,Both sexes,Engineering and engineering technology,128000
Nunavut,Master's degree,Both sexes,Mathematics and computer and information science,0
Nunavut,Master's degree,Both sexes,Business and administration,126464
Nunavut,Master's degree,Both sexes,Arts and humanities,115328
Nunavut,Master's degree,Both sexes,Social and behavioural sciences,119808
Nunavut,Master's degree,Both sexes,Legal professions and studies,151040
Nunavut,Master's degree,Both sexes,Health care,121856
Nunavut,Master's degree,Both sexes,Education and teaching,133120
Nunavut,Master's degree,Both sexes,"Trades, services, natural resources and conservation",126080
Nunavut,Master's degree,Male,Science and science technology,151040
Nunavut,Master's degree,Male,Engineering and engineering technology,137472
Nunavut,Master's degree,Male,Mathematics and computer and information science,0
Nunavut,Master's degree,Male,Business and administration,126208
Nunavut,Master's degree,Male,Arts and humanities,118784
Nunavut,Master's degree,Male,Social and behavioural sciences,124672
Nunavut,Master's degree,Male,Legal professions and studies,0
Nunavut,Master's degree,Male,Health care,0
Nunavut,Master's degree,Male,Education and teaching,131243
Nunavut,Master's degree,Male,"Trades, services, natural resources and conservation",128512
Nunavut,Master's degree,Female,Science and science technology,114944
Nunavut,Master's degree,Female,Engineering and engineering technology,0
Nunavut,Master's degree,Female,Mathematics and computer and information science,0
Nunavut,Master's degree,Female,Business and administration,126464
Nunavut,Master's degree,Female,Arts and humanities,109312
Nunavut,Master's degree,Female,Social and behavioural sciences,119424
Nunavut,Master's degree,Female,Legal professions and studies,0
Nunavut,Master's degree,Female,Health care,124672
Nunavut,Master's degree,Female,Education and teaching,134016
Nunavut,Master's degree,Female,"Trades, services, natural resources and conservation",121472
Nunavut,Earned doctorate,Both sexes,Science and science technology,0
Nunavut,Earned doctorate,Both sexes,Engineering and engineering technology,0
Nunavut,Earned doctorate,Both sexes,Mathematics and computer and information science,0
Nunavut,Earned doctorate,Both sexes,Business and administration,0
