"Geographic code","Geographic name","Global non-response rate","Data quality flag","Age","Sex","Education","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (2016 counts)","STEM fields of study - Science and science technology (2016 counts)","STEM fields of study - Engineering and engineering technology (2016 counts)","STEM fields of study - Mathematics and computer and information science (2016 counts)","BHASE (non-STEM) fields of study - Business and administration (2016 counts)","BHASE (non-STEM) fields of study - Arts and humanities (2016 counts)","BHASE (non-STEM) fields of study - Social and behavioural sciences (2016 counts)","BHASE (non-STEM) fields of study - Legal professions and studies (2016 counts)","BHASE (non-STEM) fields of study - Health care (2016 counts)","BHASE (non-STEM) fields of study - Education and teaching (2016 counts)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (2016 counts)","Total – STEM and BHASE (non-STEM) groupings - Classification of Instructional Programs (CIP) 2016 (% distribution 2016)","STEM fields of study - Science and science technology (% distribution 2016)","STEM fields of study - Engineering and engineering technology (% distribution 2016)","STEM fields of study - Mathematics and computer and information science (% distribution 2016)","BHASE (non-STEM) fields of study - Business and administration (% distribution 2016)","BHASE (non-STEM) fields of study - Arts and humanities (% distribution 2016)","BHASE (non-STEM) fields of study - Social and behavioural sciences (% distribution 2016)","BHASE (non-STEM) fields of study - Legal professions and studies (% distribution 2016)","BHASE (non-STEM) fields of study - Health care (% distribution 2016)","BHASE (non-STEM) fields of study - Education and teaching (% distribution 2016)","BHASE (non-STEM) fields of study - Trades, services, natural resources and conservation (% distribution 2016)"
"11","Prince Edward Island","5.6","00000","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","3105","50","40","160","1165","95","255","125","775","35","405","100","1.6","1.3","5.2","37.5","3.1","8.2","4","25","1.1","13"
"11","Prince Edward Island","5.6","00000","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","2985","340","60","35","575","260","355","35","445","740","140","100","11.4","2","1.2","19.3","8.7","11.9","1.2","14.9","24.8","4.7"
"11","Prince Edward Island","5.6","00000","35 to 44","Female","Bachelor's degree","1940","210","55","15","415","215","290","25","285","340","100","100","10.8","2.8","0.8","21.4","11.1","14.9","1.3","14.7","17.5","5.2"
"11","Prince Edward Island","5.6","00000","35 to 44","Female","Master's degree","740","95","10","15","110","25","50","10","50","335","50","100","12.8","1.4","2","14.9","3.4","6.8","1.4","6.8","45.3","6.8"
"11","Prince Edward Island","5.6","00000","35 to 44","Female","Earned doctorate","60","30","0","0","0","10","10","0","10","10","0","100","50","0","0","0","16.7","16.7","0","16.7","16.7","0"
"11","Prince Edward Island","5.6","00000","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","6015","100","415","235","1920","180","195","160","1115","45","1650","100","1.7","6.9","3.9","31.9","3","3.2","2.7","18.5","0.7","27.4"
"11","Prince Edward Island","5.6","00000","45 to 54","Both sexes","University certificate, diploma or degree at bachelor level or above","4435","380","215","80","910","550","675","90","470","805","260","100","8.6","4.8","1.8","20.5","12.4","15.2","2","10.6","18.2","5.9"
"11","Prince Edward Island","5.6","00000","45 to 54","Both sexes","Bachelor's degree","2960","230","145","65","675","430","555","70","260","365","165","100","7.8","4.9","2.2","22.8","14.5","18.8","2.4","8.8","12.3","5.6"
"11","Prince Edward Island","5.6","00000","45 to 54","Both sexes","Master's degree","890","65","35","0","160","65","80","10","30","360","75","100","7.3","3.9","0","18","7.3","9","1.1","3.4","40.4","8.4"
"11","Prince Edward Island","5.6","00000","45 to 54","Both sexes","Earned doctorate","195","80","10","10","10","25","25","0","0","30","0","100","41","5.1","5.1","5.1","12.8","12.8","0","0","15.4","0"
"11","Prince Edward Island","5.6","00000","45 to 54","Male","College, CEGEP or other non-university certificate or diploma","2280","40","345","145","335","70","35","0","125","0","1185","100","1.8","15.1","6.4","14.7","3.1","1.5","0","5.5","0","52"
"11","Prince Edward Island","5.6","00000","45 to 54","Male","University certificate, diploma or degree at bachelor level or above","1830","160","190","60","480","235","215","30","130","220","115","100","8.7","10.4","3.3","26.2","12.8","11.7","1.6","7.1","12","6.3"
"11","Prince Edward Island","5.6","00000","45 to 54","Male","Bachelor's degree","1225","90","135","45","365","175","180","15","25","105","85","100","7.3","11","3.7","29.8","14.3","14.7","1.2","2","8.6","6.9"
"11","Prince Edward Island","5.6","00000","45 to 54","Male","Master's degree","295","25","25","0","75","35","15","0","10","85","25","100","8.5","8.5","0","25.4","11.9","5.1","0","3.4","28.8","8.5"
"11","Prince Edward Island","5.6","00000","45 to 54","Male","Earned doctorate","110","45","10","15","10","20","10","0","0","15","0","100","40.9","9.1","13.6","9.1","18.2","9.1","0","0","13.6","0"
"11","Prince Edward Island","5.6","00000","45 to 54","Female","College, CEGEP or other non-university certificate or diploma","3730","60","70","95","1580","110","165","155","985","45","460","100","1.6","1.9","2.5","42.4","2.9","4.4","4.2","26.4","1.2","12.3"
"11","Prince Edward Island","5.6","00000","45 to 54","Female","University certificate, diploma or degree at bachelor level or above","2605","225","20","15","435","315","465","60","340","585","140","100","8.6","0.8","0.6","16.7","12.1","17.9","2.3","13.1","22.5","5.4"
"11","Prince Edward Island","5.6","00000","45 to 54","Female","Bachelor's degree","1730","140","15","20","305","260","375","55","235","260","75","100","8.1","0.9","1.2","17.6","15","21.7","3.2","13.6","15","4.3"
"11","Prince Edward Island","5.6","00000","45 to 54","Female","Master's degree","595","40","0","0","90","35","65","0","30","270","50","100","6.7","0","0","15.1","5.9","10.9","0","5","45.4","8.4"
"11","Prince Edward Island","5.6","00000","45 to 54","Female","Earned doctorate","80","35","0","0","10","10","15","0","0","10","0","100","43.8","0","0","12.5","12.5","18.8","0","0","12.5","0"
"11","Prince Edward Island","5.6","00000","55 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","5455","85","420","185","2015","195","145","75","1065","80","1190","100","1.6","7.7","3.4","36.9","3.6","2.7","1.4","19.5","1.5","21.8"
"11","Prince Edward Island","5.6","00000","55 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","3575","380","95","120","610","460","460","95","445","715","200","100","10.6","2.7","3.4","17.1","12.9","12.9","2.7","12.4","20","5.6"
"11","Prince Edward Island","5.6","00000","55 to 64","Both sexes","Bachelor's degree","2220","240","80","95","430","345","325","65","205","325","115","100","10.8","3.6","4.3","19.4","15.5","14.6","2.9","9.2","14.6","5.2"
"11","Prince Edward Island","5.6","00000","55 to 64","Both sexes","Master's degree","790","70","10","15","120","75","95","10","50","280","65","100","8.9","1.3","1.9","15.2","9.5","12","1.3","6.3","35.4","8.2"
"11","Prince Edward Island","5.6","00000","55 to 64","Both sexes","Earned doctorate","210","55","10","10","15","30","40","0","20","25","15","100","26.2","4.8","4.8","7.1","14.3","19","0","9.5","11.9","7.1"
"11","Prince Edward Island","5.6","00000","55 to 64","Male","College, CEGEP or other non-university certificate or diploma","1860","20","370","80","275","70","30","10","80","15","915","100","1.1","19.9","4.3","14.8","3.8","1.6","0.5","4.3","0.8","49.2"
"11","Prince Edward Island","5.6","00000","55 to 64","Male","University certificate, diploma or degree at bachelor level or above","1575","205","80","90","385","200","185","60","135","165","75","100","13","5.1","5.7","24.4","12.7","11.7","3.8","8.6","10.5","4.8"
"11","Prince Edward Island","5.6","00000","55 to 64","Male","Bachelor's degree","970","120","65","75","285","145","105","40","0","85","50","100","12.4","6.7","7.7","29.4","14.9","10.8","4.1","0","8.8","5.2"
"11","Prince Edward Island","5.6","00000","55 to 64","Male","Master's degree","280","35","10","10","70","25","55","10","15","40","20","100","12.5","3.6","3.6","25","8.9","19.6","3.6","5.4","14.3","7.1"
"11","Prince Edward Island","5.6","00000","55 to 64","Male","Earned doctorate","120","40","0","10","10","25","20","0","10","10","10","100","33.3","0","8.3","8.3","20.8","16.7","0","8.3","8.3","8.3"
"11","Prince Edward Island","5.6","00000","55 to 64","Female","College, CEGEP or other non-university certificate or diploma","3590","65","50","100","1735","120","120","65","990","70","275","100","1.8","1.4","2.8","48.3","3.3","3.3","1.8","27.6","1.9","7.7"
"11","Prince Edward Island","5.6","00000","55 to 64","Female","University certificate, diploma or degree at bachelor level or above","2010","180","20","25","225","260","275","35","315","550","125","100","9","1","1.2","11.2","12.9","13.7","1.7","15.7","27.4","6.2"
"11","Prince Edward Island","5.6","00000","55 to 64","Female","Bachelor's degree","1250","120","10","25","150","195","220","25","195","240","65","100","9.6","0.8","2","12","15.6","17.6","2","15.6","19.2","5.2"
"11","Prince Edward Island","5.6","00000","55 to 64","Female","Master's degree","510","35","0","0","50","45","40","10","40","240","50","100","6.9","0","0","9.8","8.8","7.8","2","7.8","47.1","9.8"
"11","Prince Edward Island","5.6","00000","55 to 64","Female","Earned doctorate","90","20","0","0","0","10","15","10","10","20","10","100","22.2","0","0","0","11.1","16.7","11.1","11.1","22.2","11.1"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Both sexes","College, CEGEP or other non-university certificate or diploma","168805","2975","13690","8205","47550","5800","6790","2760","32390","4175","44470","100","1.8","8.1","4.9","28.2","3.4","4","1.6","19.2","2.5","26.3"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Both sexes","University certificate, diploma or degree at bachelor level or above","161150","17325","9630","5780","27930","20595","24755","2955","19375","24480","8330","100","10.8","6","3.6","17.3","12.8","15.4","1.8","12","15.2","5.2"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Both sexes","Bachelor's degree","108390","11895","6655","4125","20605","16095","19910","1830","10550","12370","4350","100","11","6.1","3.8","19","14.8","18.4","1.7","9.7","11.4","4"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Both sexes","Master's degree","32640","2780","1745","1155","5185","3095","3035","410","2600","9245","3395","100","8.5","5.3","3.5","15.9","9.5","9.3","1.3","8","28.3","10.4"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Both sexes","Earned doctorate","5925","2120","445","280","270","900","970","130","360","335","120","100","35.8","7.5","4.7","4.6","15.2","16.4","2.2","6.1","5.7","2"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Male","College, CEGEP or other non-university certificate or diploma","67025","980","12265","5015","8070","2900","1090","165","2785","500","33265","100","1.5","18.3","7.5","12","4.3","1.6","0.2","4.2","0.7","49.6"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Male","University certificate, diploma or degree at bachelor level or above","69290","8510","8250","4025","15230","8085","8170","1710","4595","7410","3295","100","12.3","11.9","5.8","22","11.7","11.8","2.5","6.6","10.7","4.8"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Male","Bachelor's degree","45180","5305","5735","2900","11095","5940","6455","1130","1225","3475","1915","100","11.7","12.7","6.4","24.6","13.1","14.3","2.5","2.7","7.7","4.2"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Male","Master's degree","13835","1445","1435","815","2995","1440","1010","215","450","2910","1120","100","10.4","10.4","5.9","21.6","10.4","7.3","1.6","3.3","21","8.1"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Male","Earned doctorate","3650","1525","380","180","175","535","455","60","115","175","50","100","41.8","10.4","4.9","4.8","14.7","12.5","1.6","3.2","4.8","1.4"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Female","College, CEGEP or other non-university certificate or diploma","101775","1995","1425","3190","39480","2905","5695","2590","29605","3675","11205","100","2","1.4","3.1","38.8","2.9","5.6","2.5","29.1","3.6","11"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Female","University certificate, diploma or degree at bachelor level or above","91860","8815","1380","1755","12695","12510","16580","1245","14785","17065","5035","100","9.6","1.5","1.9","13.8","13.6","18","1.4","16.1","18.6","5.5"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Female","Bachelor's degree","63200","6590","915","1220","9510","10155","13455","700","9325","8895","2440","100","10.4","1.4","1.9","15","16.1","21.3","1.1","14.8","14.1","3.9"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Female","Master's degree","18805","1335","310","345","2185","1655","2020","190","2150","6335","2280","100","7.1","1.6","1.8","11.6","8.8","10.7","1","11.4","33.7","12.1"
"12","Nova Scotia","5.5","00000","All ages, 15-plus","Female","Earned doctorate","2270","590","70","100","95","360","520","70","245","155","65","100","26","3.1","4.4","4.2","15.9","22.9","3.1","10.8","6.8","2.9"
"12","Nova Scotia","5.5","00000","25 to 64","Both sexes","College, CEGEP or other non-university certificate or diploma","128010","2070","10755","7350","33985","4340","5520","2515","24210","2105","35170","100","1.6","8.4","5.7","26.5","3.4","4.3","2","18.9","1.6","27.5"
"12","Nova Scotia","5.5","00000","25 to 64","Both sexes","University certificate, diploma or degree at bachelor level or above","125970","12820","7125","4950","23480","15535","20075","2350","15755","17330","6550","100","10.2","5.7","3.9","18.6","12.3","15.9","1.9","12.5","13.8","5.2"
"12","Nova Scotia","5.5","00000","25 to 64","Both sexes","Bachelor's degree","85240","8670","4925","3480","17170","12425","16280","1450","8620","8715","3505","100","10.2","5.8","4.1","20.1","14.6","19.1","1.7","10.1","10.2","4.1"
"12","Nova Scotia","5.5","00000","25 to 64","Both sexes","Master's degree","26020","2285","1365","1060","4600","2225","2470","315","2210","6890","2605","100","8.8","5.2","4.1","17.7","8.6","9.5","1.2","8.5","26.5","10"
"12","Nova Scotia","5.5","00000","25 to 64","Both sexes","Earned doctorate","4040","1445","330","195","205","570","675","105","255","185","80","100","35.8","8.2","4.8","5.1","14.1","16.7","2.6","6.3","4.6","2"
"12","Nova Scotia","5.5","00000","25 to 64","Male","College, CEGEP or other non-university certificate or diploma","51895","680","9495","4510","5605","2110","815","120","2255","250","26050","100","1.3","18.3","8.7","10.8","4.1","1.6","0.2","4.3","0.5","50.2"
"12","Nova Scotia","5.5","00000","25 to 64","Male","University certificate, diploma or degree at bachelor level or above","51905","6170","5940","3455","12265","5985","6375","1230","3535","4540","2420","100","11.9","11.4","6.7","23.6","11.5","12.3","2.4","6.8","8.7","4.7"
"12","Nova Scotia","5.5","00000","25 to 64","Male","Bachelor's degree","34830","3920","4150","2470","8860","4640","5220","825","1090","2235","1415","100","11.3","11.9","7.1","25.4","13.3","15","2.4","3.1","6.4","4.1"
"12","Nova Scotia","5.5","00000","25 to 64","Male","Master's degree","10380","1140","1095","730","2570","960","730","150","365","1815","835","100","11","10.5","7","24.8","9.2","7","1.4","3.5","17.5","8"
"12","Nova Scotia","5.5","00000","25 to 64","Male","Earned doctorate","2240","940","265","130","130","310","245","50","65","75","30","100","42","11.8","5.8","5.8","13.8","10.9","2.2","2.9","3.3","1.3"
"12","Nova Scotia","5.5","00000","25 to 64","Female","College, CEGEP or other non-university certificate or diploma","76120","1390","1255","2840","28375","2235","4705","2390","21955","1850","9120","100","1.8","1.6","3.7","37.3","2.9","6.2","3.1","28.8","2.4","12"
"12","Nova Scotia","5.5","00000","25 to 64","Female","University certificate, diploma or degree at bachelor level or above","74065","6655","1180","1500","11215","9550","13700","1125","12225","12785","4135","100","9","1.6","2","15.1","12.9","18.5","1.5","16.5","17.3","5.6"
"12","Nova Scotia","5.5","00000","25 to 64","Female","Bachelor's degree","50410","4745","775","1010","8315","7780","11060","625","7530","6485","2090","100","9.4","1.5","2","16.5","15.4","21.9","1.2","14.9","12.9","4.1"
"12","Nova Scotia","5.5","00000","25 to 64","Female","Master's degree","15640","1150","270","330","2030","1260","1745","165","1850","5075","1770","100","7.4","1.7","2.1","13","8.1","11.2","1.1","11.8","32.4","11.3"
"12","Nova Scotia","5.5","00000","25 to 64","Female","Earned doctorate","1805","505","65","70","75","260","435","50","190","105","55","100","28","3.6","3.9","4.2","14.4","24.1","2.8","10.5","5.8","3"
"12","Nova Scotia","5.5","00000","25 to 34","Both sexes","College, CEGEP or other non-university certificate or diploma","25990","360","1850","1700","4765","1260","1485","505","5410","155","8490","100","1.4","7.1","6.5","18.3","4.8","5.7","1.9","20.8","0.6","32.7"
"12","Nova Scotia","5.5","00000","25 to 34","Both sexes","University certificate, diploma or degree at bachelor level or above","35240","4000","2295","1745","6220","4270","6205","520","5055","3450","1485","100","11.4","6.5","5","17.7","12.1","17.6","1.5","14.3","9.8","4.2"
"12","Nova Scotia","5.5","00000","25 to 34","Both sexes","Bachelor's degree","26155","2915","1765","1215","4825","3685","5215","255","3105","2430","760","100","11.1","6.7","4.6","18.4","14.1","19.9","1","11.9","9.3","2.9"
"12","Nova Scotia","5.5","00000","25 to 34","Both sexes","Master's degree","5895","755","390","430","1040","500","725","65","710","640","630","100","12.8","6.6","7.3","17.6","8.5","12.3","1.1","12","10.9","10.7"
"12","Nova Scotia","5.5","00000","25 to 34","Both sexes","Earned doctorate","510","210","30","30","15","30","105","45","35","0","10","100","41.2","5.9","5.9","2.9","5.9","20.6","8.8","6.9","0","2"
"12","Nova Scotia","5.5","00000","25 to 34","Male","College, CEGEP or other non-university certificate or diploma","11290","120","1565","1330","1100","615","235","20","510","15","5790","100","1.1","13.9","11.8","9.7","5.4","2.1","0.2","4.5","0.1","51.3"
"12","Nova Scotia","5.5","00000","25 to 34","Male","University certificate, diploma or degree at bachelor level or above","13605","1615","1835","1255","3130","1560","1815","220","985","765","425","100","11.9","13.5","9.2","23","11.5","13.3","1.6","7.2","5.6","3.1"
"12","Nova Scotia","5.5","00000","25 to 34","Male","Bachelor's degree","10110","1140","1425","890","2480","1325","1550","125","405","540","230","100","11.3","14.1","8.8","24.5","13.1","15.3","1.2","4","5.3","2.3"
"12","Nova Scotia","5.5","00000","25 to 34","Male","Master's degree","2320","335","285","315","510","215","215","30","135","105","175","100","14.4","12.3","13.6","22","9.3","9.3","1.3","5.8","4.5","7.5"
"12","Nova Scotia","5.5","00000","25 to 34","Male","Earned doctorate","210","100","25","15","10","10","20","15","10","0","10","100","47.6","11.9","7.1","4.8","4.8","9.5","7.1","4.8","0","4.8"
"12","Nova Scotia","5.5","00000","25 to 34","Female","College, CEGEP or other non-university certificate or diploma","14705","245","285","370","3665","650","1250","495","4905","140","2705","100","1.7","1.9","2.5","24.9","4.4","8.5","3.4","33.4","1","18.4"
"12","Nova Scotia","5.5","00000","25 to 34","Female","University certificate, diploma or degree at bachelor level or above","21635","2380","465","490","3090","2715","4385","295","4065","2685","1060","100","11","2.1","2.3","14.3","12.5","20.3","1.4","18.8","12.4","4.9"
"12","Nova Scotia","5.5","00000","25 to 34","Female","Bachelor's degree","16045","1780","340","325","2340","2355","3665","130","2700","1885","530","100","11.1","2.1","2","14.6","14.7","22.8","0.8","16.8","11.7","3.3"
"12","Nova Scotia","5.5","00000","25 to 34","Female","Master's degree","3580","420","100","120","535","290","515","35","575","530","460","100","11.7","2.8","3.4","14.9","8.1","14.4","1","16.1","14.8","12.8"
"12","Nova Scotia","5.5","00000","25 to 34","Female","Earned doctorate","300","110","10","10","10","20","90","25","30","0","0","100","36.7","3.3","3.3","3.3","6.7","30","8.3","10","0","0"
"12","Nova Scotia","5.5","00000","35 to 44","Both sexes","College, CEGEP or other non-university certificate or diploma","30525","385","2525","2630","7540","1140","1595","735","5015","350","8615","100","1.3","8.3","8.6","24.7","3.7","5.2","2.4","16.4","1.1","28.2"
"12","Nova Scotia","5.5","00000","35 to 44","Both sexes","University certificate, diploma or degree at bachelor level or above","33425","3420","1695","1425","6000","4245","5655","560","3915","4695","1810","100","10.2","5.1","4.3","18","12.7","16.9","1.7","11.7","14","5.4"
"12","Nova Scotia","5.5","00000","35 to 44","Both sexes","Bachelor's degree","22490","2270","1210","985","4450","3405","4560","385","2230","2030","970","100","10.1","5.4","4.4","19.8","15.1","20.3","1.7","9.9","9","4.3"
"12","Nova Scotia","5.5","00000","35 to 44","Both sexes","Master's degree","7130","630","300","310","1140","575","625","55","520","2250","725","100","8.8","4.2","4.3","16","8.1","8.8","0.8","7.3","31.6","10.2"
"12","Nova Scotia","5.5","00000","35 to 44","Both sexes","Earned doctorate","1185","405","95","50","60","175","230","25","85","35","25","100","34.2","8","4.2","5.1","14.8","19.4","2.1","7.2","3","2.1"
"12","Nova Scotia","5.5","00000","35 to 44","Male","College, CEGEP or other non-university certificate or diploma","12680","130","2110","1595","1350","595","240","40","565","40","6020","100","1","16.6","12.6","10.6","4.7","1.9","0.3","4.5","0.3","47.5"
"12","Nova Scotia","5.5","00000","35 to 44","Male","University certificate, diploma or degree at bachelor level or above","12835","1490","1305","975","2950","1685","1630","245","760","1140","655","100","11.6","10.2","7.6","23","13.1","12.7","1.9","5.9","8.9","5.1"
"12","Nova Scotia","5.5","00000","35 to 44","Male","Bachelor's degree","8795","930","965","700","2130","1340","1355","190","285","505","385","100","10.6","11","8","24.2","15.2","15.4","2.2","3.2","5.7","4.4"
"12","Nova Scotia","5.5","00000","35 to 44","Male","Master's degree","2490","265","215","200","645","225","125","15","70","500","220","100","10.6","8.6","8","25.9","9","5","0.6","2.8","20.1","8.8"
"12","Nova Scotia","5.5","00000","35 to 44","Male","Earned doctorate","620","250","60","35","30","105","85","15","20","15","0","100","40.3","9.7","5.6","4.8","16.9","13.7","2.4","3.2","2.4","0"
"12","Nova Scotia","5.5","00000","35 to 44","Female","College, CEGEP or other non-university certificate or diploma","17845","255","415","1040","6190","545","1360","690","4445","310","2595","100","1.4","2.3","5.8","34.7","3.1","7.6","3.9","24.9","1.7","14.5"
"12","Nova Scotia","5.5","00000","35 to 44","Female","University certificate, diploma or degree at bachelor level or above","20595","1925","390","445","3050","2565","4025","320","3155","3555","1155","100","9.3","1.9","2.2","14.8","12.5","19.5","1.6","15.3","17.3","5.6"
"12","Nova Scotia","5.5","00000","35 to 44","Female","Bachelor's degree","13695","1340","245","285","2320","2060","3200","190","1940","1520","585","100","9.8","1.8","2.1","16.9","15","23.4","1.4","14.2","11.1","4.3"
"12","Nova Scotia","5.5","00000","35 to 44","Female","Master's degree","4640","360","85","110","500","355","495","40","450","1750","505","100","7.8","1.8","2.4","10.8","7.7","10.7","0.9","9.7","37.7","10.9"
"12","Nova Scotia","5.5","00000","35 to 44","Female","Earned doctorate","570","155","35","15","30","70","145","15","70","25","15","100","27.2","6.1","2.6","5.3","12.3","25.4","2.6","12.3","4.4","2.6"
"12","Nova Scotia","5.5","00000","45 to 54","Both sexes","College, CEGEP or other non-university certificate or diploma","37730","580","3135","1850","11445","1010","1375","830","6810","575","10125","100","1.5","8.3","4.9","30.3","2.7","3.6","2.2","18","1.5","26.8"
