GeoName,Education,Age,Sex,Industry,Median Income
Canada,Earned doctorate,45 to 59 years,Male,Mathematics and computer and information science,123676
Canada,Earned doctorate,45 to 59 years,Male,Business and administration,143143
Canada,Earned doctorate,45 to 59 years,Male,Arts and humanities,100966
Canada,Earned doctorate,45 to 59 years,Male,Social and behavioural sciences,120857
Canada,Earned doctorate,45 to 59 years,Male,Legal professions and studies,141992
Canada,Earned doctorate,45 to 59 years,Male,Health care,98011
Canada,Earned doctorate,45 to 59 years,Male,Education and teaching,108794
Canada,Earned doctorate,45 to 59 years,Male,"Trades, services, natural resources and conservation",97172
Canada,Earned doctorate,60 years and over,Male,Science and science technology,130941
Canada,Earned doctorate,60 years and over,Male,Engineering and engineering technology,131470
Canada,Earned doctorate,60 years and over,Male,Mathematics and computer and information science,133741
Canada,Earned doctorate,60 years and over,Male,Business and administration,145572
Canada,Earned doctorate,60 years and over,Male,Arts and humanities,91152
Canada,Earned doctorate,60 years and over,Male,Social and behavioural sciences,138503
Canada,Earned doctorate,60 years and over,Male,Legal professions and studies,121496
Canada,Earned doctorate,60 years and over,Male,Health care,96174
Canada,Earned doctorate,60 years and over,Male,Education and teaching,108543
Canada,Earned doctorate,60 years and over,Male,"Trades, services, natural resources and conservation",110040
Canada,Earned doctorate,15 to 29 years,Female,Science and science technology,34134
Canada,Earned doctorate,15 to 29 years,Female,Engineering and engineering technology,46619
Canada,Earned doctorate,15 to 29 years,Female,Mathematics and computer and information science,0
Canada,Earned doctorate,15 to 29 years,Female,Business and administration,0
Canada,Earned doctorate,15 to 29 years,Female,Arts and humanities,0
Canada,Earned doctorate,15 to 29 years,Female,Social and behavioural sciences,50702
Canada,Earned doctorate,15 to 29 years,Female,Legal professions and studies,74636
Canada,Earned doctorate,15 to 29 years,Female,Health care,77688
Canada,Earned doctorate,15 to 29 years,Female,Education and teaching,0
Canada,Earned doctorate,15 to 29 years,Female,"Trades, services, natural resources and conservation",0
Canada,Earned doctorate,30 to 44 years,Female,Science and science technology,70799
Canada,Earned doctorate,30 to 44 years,Female,Engineering and engineering technology,83603
Canada,Earned doctorate,30 to 44 years,Female,Mathematics and computer and information science,82452
Canada,Earned doctorate,30 to 44 years,Female,Business and administration,108878
Canada,Earned doctorate,30 to 44 years,Female,Arts and humanities,75876
Canada,Earned doctorate,30 to 44 years,Female,Social and behavioural sciences,83009
Canada,Earned doctorate,30 to 44 years,Female,Legal professions and studies,104114
Canada,Earned doctorate,30 to 44 years,Female,Health care,91188
Canada,Earned doctorate,30 to 44 years,Female,Education and teaching,84777
Canada,Earned doctorate,30 to 44 years,Female,"Trades, services, natural resources and conservation",83911
Canada,Earned doctorate,45 to 59 years,Female,Science and science technology,101711
Canada,Earned doctorate,45 to 59 years,Female,Engineering and engineering technology,113487
Canada,Earned doctorate,45 to 59 years,Female,Mathematics and computer and information science,108325
Canada,Earned doctorate,45 to 59 years,Female,Business and administration,130079
Canada,Earned doctorate,45 to 59 years,Female,Arts and humanities,96802
Canada,Earned doctorate,45 to 59 years,Female,Social and behavioural sciences,111040
Canada,Earned doctorate,45 to 59 years,Female,Legal professions and studies,130548
Canada,Earned doctorate,45 to 59 years,Female,Health care,110456
Canada,Earned doctorate,45 to 59 years,Female,Education and teaching,103532
Canada,Earned doctorate,45 to 59 years,Female,"Trades, services, natural resources and conservation",103414
Canada,Earned doctorate,60 years and over,Female,Science and science technology,114514
Canada,Earned doctorate,60 years and over,Female,Engineering and engineering technology,107355
Canada,Earned doctorate,60 years and over,Female,Mathematics and computer and information science,106393
Canada,Earned doctorate,60 years and over,Female,Business and administration,146498
Canada,Earned doctorate,60 years and over,Female,Arts and humanities,104400
Canada,Earned doctorate,60 years and over,Female,Social and behavioural sciences,116494
Canada,Earned doctorate,60 years and over,Female,Legal professions and studies,90282
Canada,Earned doctorate,60 years and over,Female,Health care,129581
Canada,Earned doctorate,60 years and over,Female,Education and teaching,114829
Canada,Earned doctorate,60 years and over,Female,"Trades, services, natural resources and conservation",119224
